id,e_code,title,info,e_type,halal_status
72,E1503,Castor oil,"Natural oil extracted from the seeds of Ricinus communis (castor bean). Castor oil is a flavour component as well as a solvent for flavours. 
 In large doses can cause diarrhea and severe dehydration. 
 In pharmacy, this oil has been used for a long time for its laxative effects, but it is a violent purgative and its use is not formally recommended for this indication It remains present, in small quantities, as an excipient in many pharmaceutical specialties. 
Castor oil is a flavour component as well as a solvent for flavours. Used in products like flavoured sugar , lip products.",Anticaking agent,Doubtful
73,E1504,Ethyl acetate,"Natural component of many fruits; it is commercially produced from acetic acid. 
 Ethyl acetate is a flavour component as well as a solvent for flavours. 
 Many products with fruit flavour. Acceptable Daily Intake is upto 6 mg/kg body weight. 
 No health effects when used in foods.",Flavoring,Doubtful
74,E1505,Triethyl citrate,"It is colorless and oily. Obtained as an ester derived from Citric Acid (E330). Triethyl citrate is a synthetic compound manufactured by esterification of citric acid and ethanol. 
 The additive can be produced by genetic engineering. 
 No side effects are known now. It is recommended not to abuse, since there is little information about this additive.",Emulsifier,Halal
75,E150a,Plain caramel,Brown,Brown,Doubtful
76,E150b,Caustic sulfite caramel,Brown,Brown,Doubtful
77,E150c,Ammonia caramel,Brown,Brown,Doubtful
78,E150d,Sulfite ammonia caramel,Brown,Brown,Doubtful
79,E151,Black PN,"Used as a synthetic colorant in food and beverage products. Made from petroleum. 
 E151 is a black synthetic carbon tar and azo dye and is highly soluble in water. 
 People who do not tolerate salicylates are also intolerant to E151 because the coloring is an azo dye. 
 E151 is also suspected to exacerbate asthma. May be carcinogenic in the long term. ",Colours,Halal
80,E1510,Ethanol,"Ethanol, better known as alcohol, is a basic component of alcoholic beverages such as wine and cider (10 to 13%), beer (0.5 to 7%) and spirits (40 to 50%). 
  In the European Pharmacopoeia, \""ethanol\"" refers to absolute ethanol, that is, 100% pure (without water), unlike 95% ethanol or 70% found in the pharmacy.   
 Ethanol can be produced from petrochemical products by hydration of ethylene (industry), among others, or by alcoholic fermentation of yeast or cellulose.  
  Ethanol E1510 may contain traces of highly toxic residues (eg, methanol, benzene) and / or carcinogens.",Solvent,Doubtful
81,E1516,Glycerol monoacetate,"Additive E1516 is a mixture of esters produced from the esterification of glycerol with acetic acid, that is to say that it is produced commercially from acetic acid and glycerol. 
  Its function is to act on the senses of taste either to reinforce one's own or specific aroma, in order to make it more appetizing or pleasant. 
  There is not much information about this additive, so far no side effects have been found.",Flavoring,Doubtful
82,E1517,Glycerol diacetate,"Glyceryl diacetate is a synthetic additive and is manufactured chemically with glycerol and acetic acid.   No known side effects to date, at dietary doses, however, the toxicology of diacetin would not be fully known. 
  Ingestion of pure diacetin can cause migraines, nausea, vomiting, dehydration, diarrhea, thirst, dizziness and confusion.",Carrier,Doubtful
83,E1518,Triacetin,"Triacetin triacetate or glyceryl is a triglyceride, glycerol triester (E422) and acetic acid (E260). It is an artificial compound, obtained by esterification of natural glycerin or petrochemical with acetic anhydride.  
 It is used to create specific artificial flavors, smells and aromas. 
 It is also used in the manufacture of perfumes, to manufacture cellulose and in the development of photographic reels (negative).   
 It appears in the list of 599 substances added to cigarettes. 
 It can be obtained from transgenic products such as soybeans. It is recommended to avoid this additive.",Carrier,Doubtful
84,E1519,Benzyl alcohol,"Benzyl alcohol is naturally produced by many plants and is commonly found in fruits and teas. It is also found in a variety of essential oils. 
 Also known as hydroxytoluene or toluene, the benzyl alcohol can be prepared industrially in many ways, inter alia from toluene or by reaction of bromide with formaldehyde. 
 Benzyl alcohol is of low acute toxicity. 
 It oxidizes rapidly in healthy individuals with benzoic acid, conjugated with glycine in the liver and excreted as hippuric acid. 
 It is toxic to newborns and is associated with the panting syndrome. In large doses causes abdominal pain, diarrhea, drowsiness, nausea and vomiting.",Carrier,Doubtful
85,E152,Black 7984,"A brown-to-black synthetic diazo dye. It usually comes as a tetrasodium salt. When used as a food dye, it has E number E152. It is also used in cosmetics. 
 Its use is discontinued in USA and EU since 1984. It is currently delisted and not used anymore both in European Union and USA. It is also not permitted in Australia and Japan. 
 It appears to cause allergic or intolerance reactions, particularly amongst those with an aspirin intolerance. It is a histamine liberator, and may worsen the symptoms of asthma. It is one of the colourants that the Hyperactive Children's Support Group recommends be eliminated from the diet of children.",Colours,Doubtful
86,E1520,Propylene glycol,"Synthetic artificial industrial compound, produced in various ways, including the use of propylene oxide. 
 This additive is colorless and has a characteristic odor. It is obtained by hydration of Propylene Oxide.  
 It is used in the color of margarines and butters, as food antifreeze and flavoring in the narrowness (alcoholic beverage). 
 It is also used as a tobacco moisturizer, in cosmetics, pharmaceuticals and as a genital intimate lubricant. It is widely used in smoke machines, including electronic cigarettes (vapers). 
  In large doses caused serious damage to the nervous system in laboratory animals. 
 Prohibited in feeding for dogs and cats for causing liver problems. Our body metabolizes it to a large extent as Lactic Acid (E270).",Flavoring,Doubtful
87,E1521,Polyethylene glycol,"Polymers are less toxic than their monomer, perhaps in part because long polymers are not completely absorbed by the intestine. 
 It remains to be seen from what length of chain / molecular weight the organism is completely impermeable. 
 Synthetic solvent of sweet taste. It is obtained by hydrolysis of Ethylene Oxide.  
 Polyethylene glycol 400 (E1521i), Polyethylene glycol 3000 (E1521ii), Polyethylene glycol 3350 (E1521iii), Polyethylene glycol 4000 (E1521iv), Polyethylene glycol 6000 (E1521v), Polyethylene glycol 8000 (E1521vi).  
 It is widely used in artificial sweeteners and aromas. 
 It is also used as an ingredient in the electronic cigarette refill liquid (vapeadores). 
 In large doses can cause allergy and promote the appearance of cancerous tumors.",Carrier,Doubtful
88,E1522,Calcium lignosulfonate,"Lignosulfonates are by-products of the production of wood pulp, or pulp, by the so-called sulfite or bisulfite process. 
 This process uses certain salts of sulphurous acid, sulfites or bisulfites to extract the lignin from the wood chips. 
 There is not much information about this additive, so far no side effects have been found. Daily intake: Up to 20 mg / kg of body weight.",Carrier,Doubtful
